CodiceBambino,Gruppo,DC,SO,MC,CI,CR,VC,LN,RM,CO,RS,QI.totale,IndiceComprensioneVerbale,IndiceRagionamentoPercettivo,IndiceMemoriaLavoro,IndiceVelocitaElaborazione
1280,Tipico,7,12,7,5,7,9,4,9,9,12,85,100,81,73,97
1281,Tipico,8,14,9,15,6,17,10,10,13,9,109,128,106,97,85
1282,Tipico,15,9,15,11,15,9,11,14,5,11,112,86,121,118,118
1283,Tipico,12,10,16,16,11,13,12,10,11,12,119,108,117,124,109
1284,Tipico,2,9,8,7,10,7,4,6,9,10,77,90,68,76,100
1285,Tipico,5,7,5,4,8,5,6,2,7,3,61,78,59,73,74
1286,Tipico,9,13,10,9,11,8,11,9,7,10,98,96,94,103,103
1287,Tipico,8,10,11,10,9,9,11,8,12,11,99,102,91,106,100
1288,Tipico,8,8,3,5,8,6,5,5,5,7,68,78,74,65,85
1289,Tipico,10,11,13,12,10,8,7,9,8,11,99,94,102,100,103
1290,Tipico,6,9,8,8,10,11,13,9,11,10,96,102,85,103,100
1291,Tipico,11,11,10,9,7,8,8,9,10,3,89,98,98,94,71
1292,Tipico,8,5,8,9,11,11,6,8,9,10,88,90,89,82,103
1293,Tipico,8,5,6,7,15,2,7,9,9,12,84,72,87,79,120
1294,Tipico,8,8,8,10,7,11,11,9,10,8,92,98,94,97,85
1295,Tipico,14,13,11,15,14,10,9,9,16,13,119,118,117,100,120
1296,Tipico,11,9,8,8,12,11,11,11,12,8,101,104,100,97,100
1297,Tipico,8,12,11,8,9,13,6,7,10,9,94,110,85,91,94
1298,Tipico,12,11,15,11,10,10,11,5,10,12,106,102,96,118,106
1299,Tipico,6,9,4,8,8,6,9,8,11,8,81,92,83,79,88
1300,Tipico,6,6,9,7,7,5,10,6,7,7,76,76,76,97,82
1301,Tipico,8,15,9,12,12,13,11,14,10,13,114,116,109,100,115
1302,Tipico,10,7,14,11,9,8,13,11,7,11,101,84,104,121,100
1303,Tipico,9,6,5,7,11,6,7,11,5,12,83,74,94,76,109
1304,Tipico,12,9,9,15,15,9,19,14,12,13,122,100,124,124,123
1305,Tipico,15,12,10,11,10,11,13,11,13,12,115,112,115,109,106
1306,Tipico,11,15,11,12,6,13,10,12,11,13,111,118,111,103,97
1307,Tipico,8,8,10,5,9,9,5,8,7,7,81,88,81,85,88
1308,Tipico,14,11,8,12,11,8,9,7,10,9,99,98,106,91,100
1309,Tipico,6,9,9,8,6,11,12,9,9,5,87,98,85,103,74
1310,Tipico,10,8,4,9,7,6,7,10,6,8,80,80,98,73,85
1311,Tipico,8,7,8,3,11,8,9,8,6,10,82,82,76,91,103
1312,Tipico,10,14,15,13,11,5,13,10,8,9,106,94,106,124,100
1313,Tipico,17,11,10,14,10,11,14,14,13,13,122,110,132,112,109
1314,Tipico,8,13,12,12,14,14,11,10,13,7,111,120,100,109,103
1315,Tipico,4,6,11,4,8,2,8,4,4,7,66,65,61,97,85
1316,Tipico,12,12,9,11,6,12,11,9,11,9,102,110,104,100,85
1317,Tipico,10,11,7,7,9,11,10,11,10,11,98,104,96,91,100
1318,Tipico,17,10,3,13,8,8,7,16,8,10,100,92,134,70,94
1319,Tipico,6,6,11,7,9,10,14,9,12,8,94,96,83,115,91
1320,Tipico,8,13,9,13,10,12,11,11,13,11,109,116,104,100,103
1321,Tipico,11,8,9,7,13,6,10,11,10,6,93,88,98,97,97
1322,Tipico,9,14,7,10,11,15,10,11,7,14,106,112,100,91,115
1323,Tipico,8,14,11,12,10,16,15,10,16,11,119,131,100,118,103
1324,Tipico,12,11,11,10,4,11,5,7,10,14,96,104,98,88,94
1325,Tipico,12,12,7,9,14,11,9,15,11,12,110,108,113,88,118
1326,Tipico,7,9,12,10,8,7,13,10,8,10,95,88,94,115,94
1327,Tipico,11,16,15,12,8,14,13,15,10,11,120,120,117,124,97
1328,Tipico,14,18,15,12,12,15,16,10,13,14,131,131,113,133,118
1329,Tipico,17,15,10,11,12,8,10,11,10,18,118,106,119,100,129
1330,Tipico,8,14,14,13,7,13,14,13,17,6,115,128,109,124,80
1331,Tipico,10,5,9,9,14,10,12,15,8,13,104,86,109,103,120
1332,Tipico,15,10,11,12,13,9,9,12,9,15,112,96,119,100,123
1333,Tipico,13,13,13,12,10,12,14,17,12,9,120,114,126,121,97
1334,Tipico,8,9,13,6,9,10,11,8,7,12,94,92,83,112,103
1335,Tipico,11,11,11,13,11,12,10,10,11,11,109,108,109,103,106
1336,Tipico,12,7,12,10,11,10,13,13,9,8,104,92,111,115,97
1337,Tipico,14,16,11,11,15,14,9,11,15,11,122,129,113,100,118
1338,Tipico,7,9,10,8,12,8,7,7,9,12,91,92,83,91,112
1339,Tipico,8,9,11,10,11,7,8,9,8,11,94,88,94,97,106
1340,Tipico,6,11,9,6,13,11,14,9,11,13,102,106,81,109,118
1341,Tipico,9,12,9,12,10,10,6,9,13,9,99,110,100,85,97
1342,Tipico,5,8,11,9,12,9,9,9,10,10,94,94,85,100,106
1343,Tipico,14,12,6,7,12,11,7,12,8,16,104,102,106,79,123
1344,Tipico,13,13,15,16,11,13,17,19,11,16,136,114,139,136,120
1345,Tipico,7,10,7,13,5,12,10,8,12,5,91,108,96,91,71
1346,Tipico,7,11,11,10,13,11,12,5,9,9,98,102,83,109,106
1347,Tipico,14,13,14,13,16,14,15,13,18,17,138,129,121,127,138
1348,Tipico,6,8,7,9,3,10,9,6,8,7,78,92,81,88,71
1349,Tipico,10,9,7,12,9,8,12,11,8,12,98,90,106,97,103
1350,Tipico,11,6,8,6,10,8,4,8,9,13,86,86,89,76,109
1351,Tipico,16,12,11,10,13,11,12,11,9,15,116,104,115,109,123
1352,Tipico,7,10,13,8,9,7,11,9,11,8,94,96,87,112,91
1353,Tipico,14,13,16,8,12,12,13,7,17,13,120,124,98,127,115
1354,Tipico,14,10,8,8,15,7,6,10,11,11,100,96,104,82,118
1355,Tipico,9,6,9,1,9,10,8,15,15,10,94,102,89,91,97
1356,Tipico,6,7,14,12,12,8,10,9,13,6,98,96,94,112,94
1357,Tipico,18,9,17,8,15,7,10,11,7,7,107,86,115,121,106
1358,Tipico,8,8,7,5,6,12,6,5,10,5,77,100,74,79,74
1359,Tipico,12,14,13,8,11,11,7,10,11,12,107,112,100,100,109
1360,Tipico,12,11,12,14,15,12,11,16,11,13,122,108,126,109,123
1361,Tipico,8,6,3,6,6,11,2,6,9,8,72,92,78,56,82
1362,Tipico,11,8,5,6,12,7,7,7,12,12,89,94,87,76,112
1363,Tipico,17,12,12,14,9,12,15,15,17,11,127,122,134,121,100
1364,Tipico,14,7,13,12,6,6,10,11,12,7,98,90,115,109,80
1365,Tipico,10,5,8,12,15,8,12,9,8,13,100,82,102,100,123
1366,Tipico,13,14,12,12,12,15,12,14,10,7,117,118,119,112,97
1367,Tipico,10,7,9,4,5,3,7,7,8,7,73,76,81,88,77
1368,Tipico,11,13,12,14,6,12,13,14,9,10,111,108,119,115,88
1369,Tipico,12,10,14,6,11,9,10,9,7,13,101,92,94,112,112
1370,Tipico,8,12,8,9,10,11,9,12,12,4,96,110,98,91,82
1371,Tipico,13,8,10,12,9,7,9,12,7,11,98,84,115,97,100
1372,Tipico,17,9,10,11,9,9,7,8,10,12,102,96,113,91,103
1373,Tipico,14,14,11,12,4,11,10,10,12,11,107,114,113,103,85
1374,Tipico,8,7,9,9,11,11,10,13,6,15,99,88,100,97,118
1375,Tipico,12,11,6,12,13,7,13,8,7,8,98,90,104,97,103
1376,Tipico,11,13,16,12,7,16,16,10,14,6,117,126,106,136,80
1377,Tipico,12,15,15,10,10,18,13,11,8,11,119,122,106,124,103
1378,Tipico,1,7,10,5,9,6,10,7,6,9,76,78,63,100,94
1379,Tipico,16,13,2,10,8,13,7,10,13,7,99,118,113,67,85
1380,Tipico,13,10,13,9,9,10,10,8,9,12,102,98,100,109,103
1381,Tipico,10,5,2,10,10,8,8,4,7,8,77,80,87,70,94
1382,Tipico,6,6,2,8,13,5,4,7,9,13,78,80,81,59,118
1383,Tipico,11,9,9,9,12,11,9,12,8,11,101,96,104,94,109
1384,Tipico,13,10,9,11,13,10,9,9,13,14,109,106,106,94,120
1385,Tipico,13,14,13,16,16,14,16,14,15,14,136,126,128,127,129
1386,Tipico,10,11,11,12,9,12,9,15,14,10,110,114,115,100,97
1387,Tipico,14,9,7,5,9,10,6,12,8,8,90,94,102,79,91
1388,Tipico,8,10,10,13,10,12,7,8,13,7,98,110,98,91,91
1389,Tipico,14,8,16,11,9,10,11,12,10,7,106,96,115,121,88
1390,Tipico,9,7,13,11,11,9,13,9,10,14,105,92,98,118,115
1391,Tipico,9,11,12,14,8,12,11,18,12,7,111,110,124,109,85
1392,Tipico,10,15,5,8,11,14,11,7,11,11,102,120,89,88,106
1393,Tipico,12,13,12,10,8,14,9,11,14,12,112,122,106,103,100
1394,Tipico,14,6,8,6,6,7,8,4,6,11,81,78,87,88,91
1395,Tipico,10,9,10,11,10,10,8,8,10,12,98,98,98,94,106
1396,Tipico,9,6,12,9,10,11,12,8,8,11,97,90,91,112,103
1397,Tipico,13,12,18,12,5,14,11,11,13,8,114,118,113,127,80
1398,Tipico,11,5,9,11,8,12,10,10,13,11,100,100,104,97,97
1399,Tipico,7,8,9,9,9,6,6,11,4,6,80,76,94,85,85
1400,Tipico,9,7,7,7,9,9,10,9,9,10,89,90,89,91,97
1401,Tipico,7,11,12,9,14,11,8,13,10,12,106,104,98,100,118
1402,Tipico,7,11,9,9,11,7,7,11,7,10,91,90,94,88,103
1403,Tipico,9,14,11,9,8,13,13,10,13,12,110,120,96,112,100
1404,Tipico,10,11,12,12,12,10,9,11,10,11,106,102,106,103,109
1405,Tipico,10,10,10,13,9,14,7,11,11,16,109,110,109,91,115
1406,Tipico,13,12,11,18,10,13,13,13,9,7,115,108,130,112,91
1407,Tipico,8,9,11,11,5,13,14,11,8,8,98,100,100,115,80
1408,Tipico,11,9,13,13,4,6,10,9,8,9,94,86,106,109,80
1409,Tipico,14,14,16,11,11,14,18,16,14,13,133,124,124,141,112
1410,Tipico,12,10,9,10,12,10,9,13,7,11,102,94,111,94,109
1411,Tipico,6,5,6,8,9,10,8,12,9,10,86,88,91,82,97
1412,Tipico,7,8,8,7,9,4,9,8,7,10,81,78,83,91,97
1413,Tipico,6,10,8,11,7,10,8,8,9,6,86,98,89,88,80
1414,Tipico,10,9,10,7,18,13,6,9,15,12,107,114,91,88,129
1415,Tipico,7,12,6,12,11,11,8,11,9,7,95,104,100,82,94
1416,Tipico,4,1,7,7,10,6,12,8,9,11,80,72,76,97,103
1417,Tipico,12,10,10,10,10,12,10,12,9,9,103,102,109,100,97
1418,Tipico,7,11,12,11,10,8,9,14,10,11,102,98,104,103,103
1419,Tipico,12,14,9,13,10,16,11,7,14,11,114,128,104,100,103
1420,Tipico,9,7,9,6,9,10,7,7,10,10,87,94,83,88,97
1421,Tipico,4,7,9,6,13,10,3,5,10,10,81,94,68,76,109
1422,Tipico,9,13,9,9,13,16,11,7,15,13,112,128,89,100,118
1423,Tipico,9,10,9,8,15,8,11,10,14,11,104,104,94,100,118
1424,Tipico,12,9,9,8,12,8,5,11,6,10,92,86,102,82,106
1425,Tipico,6,10,7,10,8,10,6,9,13,6,88,106,89,79,82
1426,Tipico,14,8,17,9,12,13,14,11,12,14,119,106,109,133,118
1427,Tipico,11,11,13,11,13,7,12,9,11,11,107,98,102,115,112
1428,Tipico,7,6,6,8,10,10,5,9,13,10,87,98,87,73,100
1429,Tipico,10,9,10,11,9,11,10,10,17,12,107,114,102,100,103
1430,Tipico,12,9,6,16,12,11,12,14,12,15,115,104,126,94,120
1431,Tipico,9,12,8,12,13,14,8,8,13,10,106,118,98,88,109
1432,Tipico,12,12,15,10,15,14,14,10,14,10,121,120,104,127,115
1433,Tipico,2,7,11,1,7,6,11,6,6,8,72,78,55,106,85
1434,Tipico,11,12,7,10,7,9,13,14,8,8,99,98,111,100,85
1435,Tipico,9,10,9,14,5,11,5,14,7,8,94,96,115,82,80
1436,Tipico,13,13,13,10,11,15,11,11,12,15,119,120,109,112,118
1437,Tipico,14,16,13,15,11,19,16,13,11,7,128,131,126,127,94
1438,Tipico,10,12,9,11,16,10,14,13,9,14,115,102,109,109,129
1439,Tipico,12,4,12,4,10,7,1,9,7,7,78,76,89,79,91
1440,Tipico,8,9,7,14,11,12,7,11,12,11,102,106,106,82,106
1441,Tipico,8,10,7,10,11,9,8,6,4,9,85,86,87,85,100
1442,Tipico,10,11,11,9,7,12,11,12,14,10,106,114,102,106,91
1443,Tipico,7,11,6,11,10,10,9,12,11,9,97,104,100,85,97
1444,Tipico,1,4,7,3,8,7,5,5,9,9,66,80,55,76,91
1445,Tipico,9,8,10,6,9,11,6,7,10,11,89,98,83,88,100
1446,Tipico,7,4,11,7,10,8,9,7,8,8,83,80,81,100,94
1447,Tipico,13,10,9,9,8,11,15,13,13,14,112,108,111,112,106
1448,Tipico,9,9,10,7,7,13,6,8,12,10,93,108,87,88,91
1449,Tipico,6,11,9,11,12,11,9,9,9,17,103,102,91,94,126
1450,Tipico,4,1,8,12,8,3,11,4,3,7,69,55,78,97,85
1451,Tipico,13,11,12,11,12,9,18,15,9,9,115,98,119,130,103
1452,Tipico,8,12,14,8,11,18,13,17,16,13,124,131,106,121,112
1453,Tipico,7,11,8,14,7,11,9,13,10,4,95,104,109,91,74
1454,Tipico,6,10,7,10,9,6,6,8,10,9,85,92,87,79,94
1455,Tipico,12,12,8,10,8,11,10,10,10,11,102,106,104,94,97
1456,Tipico,11,11,7,13,17,13,16,16,12,12,123,112,121,109,126
1457,Tipico,10,7,11,12,14,12,12,12,17,11,115,112,109,109,115
1458,Tipico,12,7,11,8,11,8,5,9,9,11,93,88,98,88,106
1459,Tipico,10,10,11,11,6,9,7,8,11,9,94,100,98,94,85
1460,Tipico,9,6,6,5,6,2,6,4,2,7,62,61,74,76,80
1461,Tipico,12,14,16,19,9,17,13,11,17,8,129,135,126,127,91
1462,Tipico,14,14,11,16,12,19,14,15,17,12,136,139,132,115,112
1463,Tipico,9,8,15,11,14,9,12,12,12,13,112,98,104,121,120
1464,Tipico,14,15,12,11,10,11,12,14,9,12,116,110,119,112,106
1465,Tipico,8,4,8,7,6,9,7,4,9,3,72,84,76,85,68
1466,Tipico,10,13,6,13,8,13,9,14,14,11,109,120,115,85,97
1467,Tipico,7,5,11,8,10,8,13,7,11,4,87,88,83,112,82
1468,Tipico,12,8,12,12,14,10,16,16,11,10,117,98,121,124,112
1469,Tipico,10,13,12,9,9,11,13,8,12,9,105,112,94,115,94
1470,Tipico,4,8,5,7,12,10,7,9,9,9,84,94,78,76,103
1471,Tipico,14,14,12,9,10,9,10,14,14,8,111,114,115,106,94
1472,Tipico,11,8,10,10,11,6,13,8,7,10,95,82,98,109,103
1473,Tipico,14,14,12,10,6,14,11,13,12,11,114,120,115,109,91
1474,Tipico,10,11,7,10,4,9,11,10,9,8,91,98,100,94,77
1475,Tipico,10,4,3,10,10,3,7,7,6,9,75,67,94,70,97
1476,Tipico,9,8,13,10,10,9,14,6,7,13,99,88,89,121,109
1477,Tipico,14,13,13,9,12,12,11,16,7,10,114,104,119,112,106
1478,Tipico,6,11,3,8,16,5,13,12,11,9,95,94,91,88,115
1479,Tipico,13,11,10,14,5,11,6,9,9,9,98,102,113,88,82
1480,Tipico,8,7,7,11,9,5,11,6,6,10,84,76,89,94,97
1481,Tipico,6,11,11,10,19,14,11,11,13,13,115,116,94,106,135
1482,Tipico,11,14,8,14,13,12,14,12,12,15,120,116,115,106,123
1483,Tipico,7,9,9,15,6,7,8,10,13,7,93,98,104,91,80
1484,Tipico,11,14,16,9,12,13,12,10,11,15,119,116,100,124,120
1485,Tipico,18,13,12,13,15,15,15,14,13,17,136,122,132,121,135
1486,Tipico,10,9,11,8,12,8,11,10,11,9,99,96,96,106,103
1487,Tipico,13,11,7,4,6,12,14,7,14,7,96,114,87,103,80
1488,Tipico,9,13,7,9,10,10,12,13,13,7,102,112,102,97,91
1489,Tipico,2,4,3,3,5,4,3,9,7,9,59,70,66,59,82
1490,Tipico,8,9,4,9,6,10,8,8,4,9,80,86,89,76,85
1491,Tipico,11,13,10,13,8,10,10,14,12,8,107,110,117,100,88
1492,Tipico,7,13,12,7,11,11,12,8,7,13,101,102,83,112,112
1493,Tipico,5,7,9,8,8,10,12,9,10,11,91,94,83,103,97
1494,Tipico,7,14,11,15,12,11,10,12,10,14,113,110,109,103,118
1495,Tipico,3,4,9,5,10,7,4,5,3,6,64,69,63,79,88
1496,Tipico,12,12,12,12,14,10,9,13,11,14,115,106,115,103,123
1497,Tipico,13,7,8,11,14,10,14,10,9,12,106,92,109,106,118
1498,Tipico,13,10,13,17,6,12,14,13,13,8,115,110,128,121,82
1499,Tipico,4,4,10,4,10,9,9,4,5,11,76,76,61,97,103
1500,Tipico,14,14,13,14,8,12,11,15,9,10,116,110,128,112,94
1501,Tipico,13,10,8,13,11,11,7,12,13,14,110,108,117,85,115
1502,Tipico,10,11,15,11,13,10,10,11,9,16,113,100,104,115,126
1503,Tipico,17,12,4,10,11,9,8,12,10,10,102,102,119,76,103
1504,Tipico,14,13,8,11,13,15,12,11,13,12,118,122,113,100,115
1505,Tipico,10,7,6,8,12,3,9,6,9,11,85,78,87,85,109
1506,Tipico,8,11,4,12,14,8,17,11,12,17,111,102,102,103,132
1507,Tipico,10,12,14,14,4,14,12,8,7,8,102,106,104,118,77
1508,Tipico,9,8,9,9,10,7,12,10,4,7,88,78,96,103,91
1509,Tipico,11,10,3,13,17,12,7,12,9,8,102,102,113,70,115
1510,Tipico,9,14,13,10,12,19,12,6,12,6,110,129,89,115,94
1511,Tipico,7,10,12,8,13,13,15,9,12,15,111,110,87,121,123
1512,Tipico,10,3,6,10,3,9,8,8,6,6,75,76,96,82,68
1513,Tipico,10,12,11,11,7,15,10,11,9,10,105,112,104,103,91
1514,Tipico,7,11,14,15,10,10,11,16,14,7,112,110,117,115,91
1515,Tipico,9,9,7,12,8,12,10,9,10,9,96,102,100,91,91
1516,Tipico,9,10,10,12,14,13,12,13,10,10,110,106,109,106,112
1517,Tipico,7,9,7,10,11,4,6,10,7,12,86,80,94,79,109
1518,Tipico,8,9,11,8,9,11,8,9,10,7,92,100,89,97,88
1519,Tipico,7,11,9,2,7,10,10,9,6,7,82,94,74,97,82
1520,Tipico,8,5,9,9,9,6,14,6,12,11,91,86,85,109,100
1521,Tipico,6,6,8,6,5,8,9,6,11,4,75,90,74,91,68
1522,Tipico,12,13,13,9,9,9,16,12,10,14,114,104,106,127,109
1523,Tipico,12,11,12,15,8,14,13,13,16,11,120,122,121,115,97
1524,Tipico,12,9,14,8,8,8,11,10,10,12,102,94,100,115,100
1525,Tipico,4,8,15,9,6,8,7,9,5,7,82,82,83,106,80
1526,Tipico,5,10,6,11,8,12,11,10,9,10,94,102,91,91,94
1527,Tipico,12,11,9,3,11,10,9,7,7,9,90,96,83,94,100
1528,Tipico,14,16,11,13,13,16,12,13,16,14,131,135,121,109,120
1529,Tipico,8,11,5,11,8,9,4,8,8,4,81,96,94,67,77
1530,Tipico,6,3,2,5,9,4,7,4,6,6,61,67,68,67,85
1531,Tipico,10,1,6,7,11,4,2,9,6,8,71,63,91,65,97
1532,Tipico,11,12,11,12,9,11,12,11,11,8,106,108,109,109,91
1533,Tipico,3,5,7,9,7,8,10,7,5,8,75,76,76,91,85
1534,Tipico,10,12,11,15,14,10,14,8,13,14,117,110,106,115,123
1535,Tipico,10,11,9,8,9,8,8,9,12,7,93,102,94,91,88
1536,Tipico,10,6,9,4,15,3,6,7,5,15,84,69,81,85,129
1537,Tipico,9,8,8,11,7,11,14,11,9,11,99,96,102,106,94
1538,Tipico,12,11,8,9,10,8,6,9,12,6,93,102,100,82,88
1539,Tipico,11,9,13,5,11,7,7,12,10,9,95,92,96,100,100
1540,Tipico,14,16,15,13,9,15,18,13,11,14,131,124,121,139,109
1541,Tipico,15,19,15,13,15,16,15,11,16,16,141,141,119,130,132
1542,Tipico,14,12,11,10,17,9,13,12,10,16,119,102,113,112,138
1543,Tipico,7,4,9,7,8,5,6,9,7,9,77,72,85,85,91
1544,Tipico,8,7,9,8,6,7,8,4,9,9,80,86,78,91,85
1545,Tipico,11,10,11,10,8,10,9,4,16,4,94,112,89,100,77
1546,Tipico,19,15,18,14,11,14,18,13,14,11,138,126,134,147,106
1547,Tipico,8,8,9,13,12,10,13,14,14,12,110,104,111,106,112
1548,Tipico,9,9,10,7,14,7,12,9,10,10,98,92,89,106,112
1549,Tipico,5,11,16,9,8,13,7,7,12,4,94,112,81,109,77
1550,Tipico,8,4,14,11,7,10,11,8,7,8,90,82,94,115,85
1551,Tipico,6,7,13,6,13,11,9,5,12,15,98,100,72,106,123
1552,Tipico,8,5,6,12,9,6,7,8,6,6,78,74,96,79,85
1553,Tipico,10,11,12,13,9,10,14,8,9,8,103,100,102,118,91
1554,Tipico,13,9,13,8,11,9,12,10,11,9,104,98,102,115,100
1555,Tipico,13,14,11,11,11,17,12,11,13,12,120,128,111,109,109
1556,Tipico,10,7,4,10,13,13,8,8,11,12,97,102,96,76,115
1557,Tipico,10,7,10,11,15,8,10,15,6,13,104,82,113,100,123
1558,Tipico,11,11,16,13,17,17,15,15,14,10,131,124,119,133,120
1559,Tipico,5,8,12,10,4,12,7,9,9,5,85,98,87,97,68
1560,Tipico,12,14,13,8,11,12,14,11,9,11,112,110,102,121,106
1561,Tipico,9,8,12,9,10,4,5,8,2,9,81,69,91,91,97
1562,Tipico,8,12,13,12,10,14,12,11,11,11,111,114,102,115,103
1563,Tipico,11,13,10,13,12,9,10,7,8,7,100,100,102,100,97
1564,Tipico,14,12,4,16,8,11,13,11,13,13,112,112,124,91,103
1565,Tipico,8,8,11,13,11,11,8,9,16,14,107,110,100,97,115
1566,Tipico,11,10,10,12,9,11,14,10,12,12,109,106,106,112,103
1567,Tipico,10,6,10,13,10,7,5,8,4,7,84,74,102,85,91
1568,Tipico,9,12,15,12,13,8,9,18,10,14,116,100,119,112,120
1569,Tipico,10,7,8,8,3,11,7,10,8,12,87,92,96,85,85
1570,Tipico,6,3,11,9,15,6,7,2,9,8,81,76,72,94,109
1571,Tipico,6,10,8,7,7,9,10,6,10,14,89,98,76,94,103
1572,Tipico,7,8,11,6,5,12,6,8,12,7,85,104,81,91,77
1573,Tipico,11,12,15,14,12,10,12,10,13,14,119,110,111,121,118
1574,Tipico,11,15,11,11,10,10,14,9,12,12,112,114,102,115,106
1575,Tipico,10,11,10,15,16,12,14,14,15,13,124,116,119,112,126
1576,Tipico,8,8,6,4,12,8,4,7,8,12,81,88,76,70,112
1577,Tipico,13,11,13,8,12,8,12,12,10,14,110,98,106,115,118
1578,Tipico,7,6,11,5,9,5,7,8,6,7,77,74,78,94,88
1579,Tipico,9,12,12,10,10,11,3,13,10,9,99,106,104,85,97
1580,Tipico,7,7,4,5,7,2,1,2,4,4,54,67,66,56,74
1581,Tipico,12,9,13,12,8,8,12,12,9,7,102,92,113,115,85
1582,Tipico,5,11,12,10,10,9,13,11,9,13,102,98,91,115,109
1583,Tipico,13,12,11,17,12,14,14,14,14,14,128,120,130,115,118
1584,Tipico,13,9,11,12,13,9,10,8,7,12,103,90,106,103,115
1585,Tipico,14,5,3,9,11,5,12,9,10,9,89,80,104,85,100
1586,Tipico,8,11,8,4,9,6,11,10,9,10,89,92,83,97,97
1587,Tipico,13,16,12,13,15,10,12,13,11,10,120,114,119,112,115
1588,Tipico,7,8,11,12,13,11,13,10,7,11,102,92,98,112,112
1589,Tipico,12,9,12,13,6,10,13,16,9,10,108,96,124,115,88
1590,Tipico,15,12,8,17,14,15,16,17,12,13,131,118,141,112,120
1591,Tipico,9,9,2,9,13,8,6,9,6,11,85,86,94,65,112
1592,Tipico,16,16,8,17,7,17,11,14,15,10,125,135,136,97,91
1593,Tipico,11,8,9,6,11,7,10,7,5,8,85,80,87,97,97
1594,Tipico,11,9,6,8,8,5,6,9,5,12,83,78,96,76,100
1595,Tipico,12,16,11,10,13,14,10,11,10,11,115,120,106,103,112
1596,Tipico,9,15,9,10,8,13,8,10,11,6,99,118,98,91,82
1597,Tipico,14,14,9,14,6,10,10,9,13,5,103,114,115,97,74
1598,Tipico,13,13,11,13,9,12,13,11,13,11,115,116,115,112,100
1599,Tipico,9,6,12,11,8,7,10,16,6,14,99,78,113,106,106
1600,Tipico,13,11,7,11,14,3,11,13,7,11,101,82,115,94,115
1601,Tipico,7,7,6,12,10,2,6,11,7,9,81,72,100,76,97
1602,Tipico,7,7,8,5,11,7,7,6,7,9,79,82,74,85,100
1603,Tipico,8,10,9,10,4,13,10,10,12,7,94,110,96,97,74
1604,Tipico,13,11,12,11,11,12,12,16,11,10,115,108,121,112,103
1605,Tipico,11,10,12,14,14,10,13,9,11,9,110,102,109,115,109
1606,Tipico,7,10,8,12,5,9,10,9,6,9,88,90,96,94,82
1607,Tipico,6,13,16,11,7,11,12,12,10,11,107,108,98,124,94
1608,Tipico,10,8,9,7,6,8,6,7,8,6,80,88,87,85,77
1609,Tipico,12,13,12,12,12,10,11,11,12,11,113,110,111,109,109
1610,Tipico,5,11,12,12,12,8,7,12,12,10,101,102,98,97,106
1611,Tipico,11,12,9,11,11,8,11,10,15,6,103,110,104,100,91
1612,Tipico,5,13,10,12,7,10,9,11,12,6,96,110,96,97,80
1613,Tipico,10,8,13,11,9,10,12,10,10,7,100,96,102,115,88
1614,Tipico,8,8,8,7,3,12,5,5,14,6,81,108,78,79,68
1615,Tipico,15,12,7,11,11,11,10,11,11,13,110,108,115,91,112
1616,Tipico,9,7,15,10,9,11,16,9,9,7,102,94,96,133,88
1617,Tipico,3,8,5,8,11,6,6,9,6,9,77,80,78,73,100
1618,Tipico,16,11,13,12,9,11,11,14,9,13,115,102,126,112,106
1619,Tipico,14,8,12,10,6,12,9,9,12,7,99,104,106,103,80
1620,Tipico,15,12,10,10,16,10,14,12,15,9,119,114,115,112,115
1621,Tipico,12,10,14,14,16,10,12,15,11,11,120,102,124,118,120
1622,Tipico,12,17,9,10,6,16,11,12,12,11,113,129,109,100,91
1623,Tipico,7,12,17,5,4,13,13,13,14,3,101,118,89,130,62
1624,Tipico,11,4,9,5,6,3,8,8,8,8,76,70,87,91,82
1625,Tipico,6,3,11,11,8,4,11,8,3,11,81,61,89,106,97
1626,Tipico,18,17,12,14,8,14,12,14,16,9,127,133,134,112,91
1627,Tipico,12,9,10,11,12,10,12,10,9,12,106,96,106,106,112
1628,Tipico,6,11,13,8,15,8,9,11,6,14,101,90,89,106,126
1629,Tipico,13,9,16,12,10,10,7,11,13,11,110,104,113,109,103
1630,Tipico,6,10,7,12,11,10,7,10,7,6,89,94,96,82,91
1631,Tipico,5,8,13,6,6,8,7,5,4,6,74,80,70,100,77
1632,Tipico,11,11,12,10,9,11,12,13,12,11,110,108,109,112,100
1633,Tipico,7,8,6,8,12,9,10,11,7,11,91,88,91,88,109
1634,Tipico,11,12,11,7,15,9,8,6,8,8,96,98,87,97,109
1635,Tipico,10,9,12,11,10,6,8,10,10,12,98,90,102,100,106
1636,Tipico,14,9,10,18,7,11,14,15,11,12,117,102,136,112,97
1637,Tipico,12,11,10,15,10,12,13,10,9,11,110,104,115,109,103
1638,Tipico,12,15,9,9,8,11,12,13,16,11,113,124,109,103,97
1639,Tipico,9,8,10,8,12,8,10,10,5,9,91,82,94,100,103
1640,Tipico,7,6,7,11,7,9,10,7,11,5,84,92,89,91,77
1641,Tipico,8,3,10,9,10,4,9,4,6,9,77,67,81,97,97
1642,Tipico,10,8,10,11,16,8,9,9,8,13,102,88,100,97,126
1643,Tipico,15,13,13,10,12,16,15,13,13,13,127,124,117,124,115
1644,Tipico,13,12,9,11,15,11,13,12,14,12,118,114,113,106,120
